what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1310434620086
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1310434620310
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310434628391
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildProject",1310434631175
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildProject",1310434636674
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1310434639398
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1310434653176
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1310434653256
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434653298
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434657250
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310434657287
started,bundle,org.eclipse.cdt.debug.core,6.0.0.201002161416,"org.eclipse.cdt.debug.core",1310434660332
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1310434660337
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434666341
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434666599
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434666632
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434669156
opened,editor,org.eclipse.cdt.make.ui,6.0.1.201002161416,"org.eclipse.cdt.make.editor",1310434684659
activated,editor,org.eclipse.cdt.make.ui,6.0.1.201002161416,"org.eclipse.cdt.make.editor",1310434684749
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1310434686659
activated,editor,org.eclipse.cdt.make.ui,6.0.1.201002161416,"org.eclipse.cdt.make.editor",1310434688071
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434720352
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434724769
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434725496
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434763563
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310434763630
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434767336
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434849818
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1310434856484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434862735
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1310434864887
