       0.078540      -0.001995        1
       0.235619       0.001995        2
       0.235619       0.009973        3
       0.078540       0.013963        4
       0.078540       0.021941        5
       0.235619       0.025931        6
       0.235619       0.033909        7
       0.078540       0.037899        8
       0.078540       0.045877        9
       0.235619       0.049867       10
       0.235619       0.057845       11
       0.078540       0.061835       12
       0.078540       0.069813       13
       0.235619       0.073802       14
       0.235619       0.081781       15
       0.078540       0.085770       16
       0.078540       0.093749       17
       0.235619       0.097738       18
       0.235619       0.105717       19
       0.078540       0.109706       20
       0.078540       0.117685       21
       0.235619       0.121674       22
       0.235619       0.129653       23
       0.078540       0.133642       24
       0.078540       0.141621       25
       0.235619       0.145610       26
       0.235619       0.153589       27
       0.078540       0.157578       28
       0.078540       0.165557       29
       0.235619       0.169546       30
       0.235619       0.177525       31
       0.078540       0.181514       32
       0.078540       0.189493       33
       0.235619       0.193482       34
       0.235619       0.201461       35
       0.078540       0.205450       36
       0.078540       0.213429       37
       0.235619       0.217418       38
       0.235619       0.225397       39
       0.078540       0.229386       40
       0.078540       0.237365       41
       0.235619       0.241354       42
       0.235619       0.249333       43
       0.078540       0.253322       44
       0.078540       0.261301       45
       0.235619       0.265290       46
       0.235619       0.273269       47
       0.078540       0.277258       48
       0.078540       0.285237       49
       0.235619       0.289226       50
       0.235619       0.297205       51
       0.078540       0.301194       52
       0.078540       0.309173       53
       0.235619       0.313162       54
       0.235619       0.321141       55
       0.078540       0.325130       56
       0.078540       0.333109       57
       0.235619       0.337098       58
       0.235619       0.345077       59
       0.078540       0.349066       60
       0.078540       0.357044       61
       0.235619       0.361034       62
       0.235619       0.369012       63
       0.078540       0.373002       64
       0.078540       0.380980       65
       0.235619       0.384970       66
       0.235619       0.392948       67
       0.078540       0.396938       68
       0.078540       0.404916       69
       0.235619       0.408906       70
       0.235619       0.416884       71
       0.078540       0.420874       72
       0.078540       0.428852       73
       0.235619       0.432842       74
       0.235619       0.440820       75
       0.078540       0.444810       76
       0.078540       0.452788       77
       0.235619       0.456778       78
       0.235619       0.464756       79
       0.078540       0.468746       80
       0.078540       0.476724       81
       0.235619       0.480714       82
       0.235619       0.488692       83
       0.078540       0.492682       84
       0.078540       0.500660       85
       0.235619       0.504649       86
       0.235619       0.512628       87
       0.078540       0.516617       88
       0.078540       0.524596       89
       0.235619       0.528585       90
       0.235619       0.536564       91
       0.078540       0.540553       92
       0.078540       0.548532       93
       0.235619       0.552521       94
       0.235619       0.560500       95
       0.078540       0.564489       96
       0.078540       0.572468       97
       0.235619       0.576457       98
       0.235619       0.584436       99
       0.078540       0.588425      100
       0.078540       0.596404      101
       0.235619       0.600393      102
       0.235619       0.608372      103
       0.078540       0.612361      104
       0.078540       0.620340      105
       0.235619       0.624329      106
       0.235619       0.632308      107
       0.078540       0.636297      108
       0.078540       0.644276      109
       0.235619       0.648265      110
       0.235619       0.656244      111
       0.078540       0.660233      112
       0.078540       0.668212      113
       0.235619       0.672201      114
       0.235619       0.680180      115
       0.078540       0.684169      116
       0.078540       0.692148      117
       0.235619       0.696137      118
       0.235619       0.704116      119
       0.078540       0.708105      120
       0.078540       0.716084      121
       0.235619       0.720073      122
       0.235619       0.728052      123
       0.078540       0.732041      124
       0.078540       0.740020      125
       0.235619       0.744009      126
       0.235619       0.751988      127
       0.078540       0.755977      128
       0.078540       0.763956      129
       0.235619       0.767945      130
       0.235619       0.775924      131
       0.078540       0.779913      132
       0.078540       0.787891      133
       0.235619       0.791881      134
       0.235619       0.799859      135
       0.078540       0.803849      136
       0.078540       0.811827      137
       0.235619       0.815817      138
       0.235619       0.823795      139
       0.078540       0.827785      140
       0.078540       0.835763      141
       0.235619       0.839753      142
       0.235619       0.847731      143
       0.078540       0.851721      144
       0.078540       0.859699      145
       0.235619       0.863689      146
       0.235619       0.871667      147
       0.078540       0.875657      148
       0.078540       0.883635      149
       0.235619       0.887625      150
       0.235619       0.895603      151
       0.078540       0.899593      152
       0.078540       0.907571      153
       0.235619       0.911561      154
       0.235619       0.919539      155
       0.078540       0.923529      156
       0.078540       0.931507      157
       0.235619       0.935496      158
       0.235619       0.943475      159
       0.078540       0.947464      160
       0.078540       0.955443      161
       0.235619       0.959432      162
       0.235619       0.967411      163
       0.078540       0.971400      164
       0.078540       0.979379      165
       0.235619       0.983368      166
       0.235619       0.991347      167
       0.078540       0.995336      168
       0.078540       1.003315      169
       0.235619       1.007304      170
       0.235619       1.015283      171
       0.078540       1.019272      172
       0.078540       1.027251      173
       0.235619       1.031240      174
       0.235619       1.039219      175
       0.078540       1.043208      176
       0.078540       1.051187      177
       0.235619       1.055176      178
       0.235619       1.063155      179
       0.078540       1.067144      180
       0.078540       1.075123      181
       0.235619       1.079112      182
       0.235619       1.087091      183
       0.078540       1.091080      184
       0.078540       1.099059      185
       0.235619       1.103048      186
       0.235619       1.111027      187
       0.078540       1.115016      188
       0.078540       1.122995      189
       0.235619       1.126984      190
       0.235619       1.134963      191
       0.078540       1.138952      192
       0.078540       1.146931      193
       0.235619       1.150920      194
       0.235619       1.158899      195
       0.078540       1.162888      196
       0.078540       1.170867      197
       0.235619       1.174856      198
       0.235619       1.182835      199
       0.078540       1.186824      200
       0.078540       1.194803      201
       0.235619       1.198792      202
       0.235619       1.206771      203
       0.078540       1.210760      204
       0.078540       1.218738      205
       0.235619       1.222728      206
       0.235619       1.230706      207
       0.078540       1.234696      208
       0.078540       1.242674      209
       0.235619       1.246664      210
       0.235619       1.254642      211
       0.078540       1.258632      212
       0.078540       1.266610      213
       0.235619       1.270600      214
       0.235619       1.278578      215
       0.078540       1.282568      216
       0.078540       1.290546      217
       0.235619       1.294536      218
       0.235619       1.302514      219
       0.078540       1.306504      220
       0.078540       1.314482      221
       0.235619       1.318472      222
       0.235619       1.326450      223
       0.078540       1.330440      224
       0.078540       1.338418      225
       0.235619       1.342408      226
       0.235619       1.350386      227
       0.078540       1.354375      228
       0.078540       1.362354      229
       0.235619       1.366343      230
       0.235619       1.374322      231
       0.078540       1.378311      232
       0.078540       1.386290      233
       0.235619       1.390279      234
       0.235619       1.398258      235
       0.078540       1.402247      236
       0.078540       1.410226      237
       0.235619       1.414215      238
       0.235619       1.422194      239
       0.078540       1.426183      240
       0.078540       1.434162      241
       0.235619       1.438151      242
       0.235619       1.446130      243
       0.078540       1.450119      244
       0.078540       1.458098      245
       0.235619       1.462087      246
       0.235619       1.470066      247
       0.078540       1.474055      248
       0.078540       1.482034      249
       0.235619       1.486023      250
       0.235619       1.494002      251
       0.078540       1.497991      252
       0.078540       1.505970      253
       0.235619       1.509959      254
       0.235619       1.517938      255
       0.078540       1.521927      256
       0.078540       1.529906      257
       0.235619       1.533895      258
       0.235619       1.541874      259
       0.078540       1.545863      260
       0.078540       1.553842      261
       0.235619       1.557831      262
       0.235619       1.565810      263
       0.078540       1.569799      264
       0.078540       1.577778      265
       0.235619       1.581767      266
       0.235619       1.589746      267
       0.078540       1.593735      268
       0.078540       1.601714      269
       0.235619       1.605703      270
       0.235619       1.613682      271
       0.078540       1.617671      272
       0.078540       1.625650      273
       0.235619       1.629639      274
       0.235619       1.637618      275
       0.078540       1.641607      276
       0.078540       1.649585      277
       0.235619       1.653575      278
       0.235619       1.661553      279
       0.078540       1.665543      280
       0.078540       1.673521      281
       0.235619       1.677511      282
       0.235619       1.685489      283
       0.078540       1.689479      284
       0.078540       1.697457      285
       0.235619       1.701447      286
       0.235619       1.709425      287
       0.078540       1.713415      288
       0.078540       1.721393      289
       0.235619       1.725383      290
       0.235619       1.733361      291
       0.078540       1.737351      292
       0.078540       1.745329      293
       0.235619       1.749319      294
       0.235619       1.757297      295
       0.078540       1.761287      296
