   0.0000D+00   0.0000D+00
   0.3491D+00   0.2094D-01
   0.1047D+01   0.2094D-01
   0.1396D+01   0.0000D+00
   0.2094D+01   0.0000D+00
   0.2443D+01   0.2094D-01
   0.3142D+01   0.2094D-01
   0.3491D+01   0.0000D+00
   0.4189D+01   0.0000D+00
   0.4538D+01   0.2094D-01
   0.5236D+01   0.2094D-01
   0.5585D+01   0.0000D+00
   0.0000D+00   0.4189D-01
   0.3491D+00   0.6283D-01
   0.1047D+01   0.6283D-01
   0.1396D+01   0.4189D-01
   0.2094D+01   0.4189D-01
   0.2443D+01   0.6283D-01
   0.3142D+01   0.6283D-01
   0.3491D+01   0.4189D-01
   0.4189D+01   0.4189D-01
   0.4538D+01   0.6283D-01
   0.5236D+01   0.6283D-01
   0.5585D+01   0.4189D-01
   0.0000D+00   0.8378D-01
   0.3491D+00   0.1047D+00
   0.1047D+01   0.1047D+00
   0.1396D+01   0.8378D-01
   0.2094D+01   0.8378D-01
   0.2443D+01   0.1047D+00
   0.3142D+01   0.1047D+00
   0.3491D+01   0.8378D-01
   0.4189D+01   0.8378D-01
   0.4538D+01   0.1047D+00
   0.5236D+01   0.1047D+00
   0.5585D+01   0.8378D-01
   0.0000D+00   0.1257D+00
   0.3491D+00   0.1466D+00
   0.1047D+01   0.1466D+00
   0.1396D+01   0.1257D+00
   0.2094D+01   0.1257D+00
   0.2443D+01   0.1466D+00
   0.3142D+01   0.1466D+00
   0.3491D+01   0.1257D+00
   0.4189D+01   0.1257D+00
   0.4538D+01   0.1466D+00
   0.5236D+01   0.1466D+00
   0.5585D+01   0.1257D+00
   0.0000D+00   0.1676D+00
   0.3491D+00   0.1885D+00
   0.1047D+01   0.1885D+00
   0.1396D+01   0.1676D+00
   0.2094D+01   0.1676D+00
   0.2443D+01   0.1885D+00
   0.3142D+01   0.1885D+00
   0.3491D+01   0.1676D+00
   0.4189D+01   0.1676D+00
   0.4538D+01   0.1885D+00
   0.5236D+01   0.1885D+00
   0.5585D+01   0.1676D+00
   0.0000D+00   0.2094D+00
   0.3491D+00   0.2304D+00
   0.1047D+01   0.2304D+00
   0.1396D+01   0.2094D+00
   0.2094D+01   0.2094D+00
   0.2443D+01   0.2304D+00
   0.3142D+01   0.2304D+00
   0.3491D+01   0.2094D+00
   0.4189D+01   0.2094D+00
   0.4538D+01   0.2304D+00
   0.5236D+01   0.2304D+00
   0.5585D+01   0.2094D+00
   0.0000D+00   0.2513D+00
   0.3491D+00   0.2723D+00
   0.1047D+01   0.2723D+00
   0.1396D+01   0.2513D+00
   0.2094D+01   0.2513D+00
   0.2443D+01   0.2723D+00
   0.3142D+01   0.2723D+00
   0.3491D+01   0.2513D+00
   0.4189D+01   0.2513D+00
   0.4538D+01   0.2723D+00
   0.5236D+01   0.2723D+00
   0.5585D+01   0.2513D+00
   0.0000D+00   0.2932D+00
   0.3491D+00   0.3142D+00
   0.1047D+01   0.3142D+00
   0.1396D+01   0.2932D+00
   0.2094D+01   0.2932D+00
   0.2443D+01   0.3142D+00
   0.3142D+01   0.3142D+00
   0.3491D+01   0.2932D+00
   0.4189D+01   0.2932D+00
   0.4538D+01   0.3142D+00
   0.5236D+01   0.3142D+00
   0.5585D+01   0.2932D+00
   0.0000D+00   0.3351D+00
   0.3491D+00   0.3560D+00
   0.1047D+01   0.3560D+00
   0.1396D+01   0.3351D+00
   0.2094D+01   0.3351D+00
   0.2443D+01   0.3560D+00
   0.3142D+01   0.3560D+00
   0.3491D+01   0.3351D+00
   0.4189D+01   0.3351D+00
   0.4538D+01   0.3560D+00
   0.5236D+01   0.3560D+00
   0.5585D+01   0.3351D+00
   0.0000D+00   0.3770D+00
   0.3491D+00   0.3979D+00
   0.1047D+01   0.3979D+00
   0.1396D+01   0.3770D+00
   0.2094D+01   0.3770D+00
   0.2443D+01   0.3979D+00
   0.3142D+01   0.3979D+00
   0.3491D+01   0.3770D+00
   0.4189D+01   0.3770D+00
   0.4538D+01   0.3979D+00
