0.000000  0.000000 13.585693 136.813653 -20.193148 
0.349100  0.020940 16.076597 136.766013 -19.278402 
1.047000  0.020940 16.127072 135.863172 -18.211436 
1.396000  0.000000 13.701814 135.116111 -18.191510 
2.094000  0.000000 13.726296 133.732802 -18.442255 
2.443000  0.020940 16.135462 133.263970 -18.673458 
3.142000  0.020940 16.091344 132.787827 -19.967011 
3.491000  0.000000 13.646251 132.843127 -20.877509 
4.189000  0.000000 13.583597 133.752221 -21.956693 
4.538000  0.020940 15.995766 134.492756 -21.983107 
5.236000  0.020940 15.989098 135.880409 -21.730218 
5.585000  0.000000 13.547289 136.344705 -21.488938 
0.000000  0.041890 18.508425 136.915940 -19.753490 
0.349100  0.062830 20.993013 136.762235 -18.837173 
1.047000  0.062830 21.019827 135.855874 -17.770341 
1.396000  0.041890 18.582499 135.210206 -17.750600 
2.094000  0.041890 18.574638 133.821481 -18.001498 
2.443000  0.062830 20.967518 133.247998 -18.236984 
3.142000  0.062830 20.915033 132.770479 -19.538937 
3.491000  0.041890 18.475957 132.927795 -20.449454 
4.189000  0.041890 18.436883 133.839740 -21.526463 
4.538000  0.062830 20.861442 134.482020 -21.552881 
5.236000  0.062830 20.887037 135.873833 -21.300914 
5.585000  0.041890 18.461576 136.444333 -21.056802 
0.000000  0.083780 23.422484 136.811324 -19.313832 
0.349100  0.104700 25.894104 136.552146 -18.396155 
1.047000  0.104700 25.897366 135.643827 -17.329457 
1.396000  0.083780 23.454636 135.100338 -17.309691 
2.094000  0.083780 23.414531 133.708593 -17.560741 
2.443000  0.104700 25.784669 133.031777 -17.800718 
3.142000  0.104700 25.723875 132.553713 -19.111067 
3.491000  0.083780 23.297281 132.812460 -20.021400 
4.189000  0.083780 23.281721 133.725692 -21.096233 
4.538000  0.104700 25.712065 134.268928 -21.122860 
5.236000  0.104700 25.769757 135.662507 -20.871814 
5.585000  0.083780 23.367226 136.337890 -20.624666 
0.000000  0.125700 28.322713 136.500054 -18.873859 
0.349100  0.146600 30.777082 136.136145 -17.954821 
1.047000  0.146600 30.756939 135.227423 -16.888256 
1.396000  0.125700 28.313158 134.786746 -16.868466 
2.094000  0.125700 28.240988 133.394370 -17.119668 
2.443000  0.146600 30.584282 132.615679 -17.364140 
3.142000  0.146600 30.515259 132.137901 -18.682890 
3.491000  0.125700 28.105286 132.497353 -19.593038 
4.189000  0.125700 28.113125 133.410310 -20.665695 
4.538000  0.146600 30.544954 133.853864 -20.692531 
5.236000  0.146600 30.634515 135.246826 -20.442407 
5.585000  0.125700 28.259109 136.025622 -20.192220 
0.000000  0.167600 33.194625 135.983334 -18.434097 
0.349100  0.188500 35.629827 135.515396 -17.513486 
1.047000  0.188500 35.586507 134.607820 -16.447056 
1.396000  0.167600 33.143752 134.270625 -16.427451 
2.094000  0.167600 33.039833 132.880002 -16.678805 
2.443000  0.188500 35.354550 132.000843 -16.927562 
3.142000  0.188500 35.277420 131.524176 -18.254714 
3.491000  0.167600 32.885885 131.983654 -19.164882 
4.189000  0.167600 32.916916 132.894782 -20.235363 
4.538000  0.188500 35.348189 133.237976 -20.262202 
5.236000  0.188500 35.469269 134.627946 -20.013000 
5.585000  0.167600 33.122783 135.508733 -19.759980 
0.000000  0.209400 38.020478 135.264297 -17.995383 
0.349100  0.230400 40.443790 134.691344 -17.072152 
1.047000  0.230400 40.377586 133.786452 -16.005856 
1.396000  0.209400 37.928875 133.555077 -15.987489 
2.094000  0.209400 37.793682 132.168558 -16.238995 
2.443000  0.230400 40.087173 131.188672 -16.490983 
3.142000  0.230400 40.002093 130.713936 -17.826537 
3.491000  0.209400 37.621791 131.274419 -18.737747 
4.189000  0.209400 37.675698 132.182184 -19.806057 
4.538000  0.230400 40.113384 132.422680 -19.831873 
5.236000  0.230400 40.265533 133.807302 -19.583593 
5.585000  0.209400 37.940557 134.790345 -19.328773 
0.000000  0.251300 42.814853 134.341125 -17.555621 
0.349100  0.272300 45.221978 133.639816 -16.563540 
1.047000  0.272300 45.128432 132.739001 -15.497200 
1.396000  0.251300 42.683034 132.638278 -15.546475 
2.094000  0.251300 42.516989 131.258218 -15.798133 
2.443000  0.272300 44.769025 130.154550 -15.984331 
3.142000  0.272300 44.674573 129.682254 -17.325112 
3.491000  0.251300 42.327438 130.367824 -18.309590 
4.189000  0.251300 42.403952 131.270686 -19.375724 
4.538000  0.272300 44.835045 131.383293 -19.328970 
5.236000  0.272300 45.023956 132.760531 -19.081587 
5.585000  0.251300 42.727006 133.868639 -18.896533 
0.000000  0.293200 47.595775 133.137716 -16.913132 
0.349100  0.314200 49.978863 132.311272 -15.853763 
1.047000  0.314200 49.843994 131.415649 -14.786845 
1.396000  0.293200 47.395977 131.443252 -14.903412 
2.094000  0.293200 47.180922 130.071112 -15.153922 
2.443000  0.314200 49.382212 128.848097 -15.268152 
3.142000  0.314200 49.273791 128.378138 -16.604663 
3.491000  0.293200 46.967782 129.186614 -17.662613 
4.189000  0.293200 47.080617 130.084528 -18.728434 
4.538000  0.314200 49.510553 130.069289 -18.609063 
5.236000  0.314200 49.754243 131.437724 -18.362504 
5.585000  0.293200 47.494942 132.667270 -18.251799 
0.000000  0.335100 52.329544 131.709364 -16.202862 
0.349100  0.356000 54.660665 130.789765 -15.145680 
1.047000  0.356000 54.485054 129.900805 -14.078186 
1.396000  0.335100 52.053090 130.025820 -14.192795 
2.094000  0.335100 51.783448 128.663608 -14.441720 
2.443000  0.356000 53.922531 127.354385 -14.553683 
3.142000  0.356000 53.800430 126.887548 -15.885933 
3.491000  0.335100 51.545059 127.786719 -16.942472 
4.189000  0.335100 51.698479 128.678676 -18.008603 
4.538000  0.356000 54.112394 128.566045 -17.890874 
5.236000  0.356000 54.409994 129.923425 -17.645138 
5.585000  0.335100 52.214206 131.241677 -17.536017 
0.000000  0.377000 56.995179 130.085352 -15.492591 
0.349100  0.397900 59.281612 129.070860 -14.435902 
1.047000  0.397900 59.065707 128.190045 -13.367831 
1.396000  0.377000 56.643037 128.415507 -13.482177 
2.094000  0.377000 56.319595 127.065489 -13.729519 
2.443000  0.397900 58.403773 125.669030 -13.837504 
3.142000  0.397900 58.268250 125.206104 -15.165484 
3.491000  0.377000 56.056473 126.197690 -16.222332 
4.189000  0.377000 56.249963 127.082211 -17.288772 
4.538000  0.397900 58.654571 126.869159 -17.170967 
5.236000  0.397900 59.005373 128.213211 -16.926055 
5.585000  0.377000 56.865609 129.621213 -16.820235 
0.000000  0.418900 61.584542 128.268707 -14.782321 
0.349100  0.439800 63.822363 127.161156 -13.726125 
1.047000  0.439800 63.566770 126.289930 -12.657476 
1.396000  0.418900 61.157796 126.615298 -12.771559 
2.094000  0.418900 60.781439 125.279705 -13.017318 
2.443000  0.439800 62.807171 123.798476 -13.121325 
3.142000  0.439800 62.658551 123.340231 -14.445035 
3.491000  0.418900 60.494161 124.422452 -15.502192 
4.189000  0.418900 60.727143 125.298080 -16.568941 
4.538000  0.439800 63.118087 124.985130 -16.451060 
