      26.345000       0.000000       0.000000        1
      26.256028       1.651889       0.707135        2
      25.962565       1.633426       2.090500        3
      25.760135       0.000000       2.751573        4
      25.053000       0.000000       3.976367        5
      24.558818       1.545110       4.526669        6
      23.509884       1.479117       5.473000        7
      22.962500       0.000000       5.858662        8
      21.670500       0.000000       6.433897        9
      20.945110       1.317755       6.617169       10
      19.541363       1.229438       6.765000       11
      18.872865       0.000000       6.727941       12
      17.489500       0.000000       6.433897       13
      16.795220       1.056666       6.180135       14
      15.572843       0.979760       5.473000       15
      15.053331       0.000000       5.027375       16
      14.107000       0.000000       3.976367       17
      13.694262       0.861570       3.382500       18
      13.120162       0.825451       2.090500       19
      12.962831       0.000000       1.406523       20
      12.815000       0.000000       0.000000       21
      12.826699       0.806987      -0.707135       22
      13.120162       0.825451      -2.090500       23
      13.399865       0.000000      -2.751573       24
      14.107000       0.000000      -3.976367       25
      14.523909       0.913767      -4.526669       26
      15.572843       0.979760      -5.473000       27
      16.197500       0.000000      -5.858662       28
      17.489500       0.000000      -6.433897       29
      18.137616       1.141122      -6.617169       30
      19.541363       1.229438      -6.765000       31
      20.287135       0.000000      -6.727941       32
      21.670500       0.000000      -6.433897       33
      22.287507       1.402211      -6.180135       34
      23.509884       1.479117      -5.473000       35
      24.106669       0.000000      -5.027375       36
      25.053000       0.000000      -3.976367       37
      25.388464       1.597307      -3.382500       38
      25.962565       1.633426      -2.090500       39
      26.197169       0.000000      -1.406523       40
      26.137262       3.301904       0.000000       41
      25.841955       4.929616       0.707135       42
      25.553120       4.874518       2.090500       43
      25.557009       3.228601       2.751573       44
      24.855450       3.139973       3.976367       45
      24.171510       4.610962       4.526669       46
      23.139119       4.414023       5.473000       47
      22.781434       2.877964       5.858662       48
      21.499622       2.716034       6.433897       49
      20.614794       3.932482       6.617169       50
      19.233184       3.668926       6.765000       51
      18.724047       2.365397       6.727941       52
      17.351590       2.192016       6.433897       53
      16.530349       3.153333       6.180135       54
      15.327250       2.923829       5.473000       55
      14.934631       1.886683       5.027375       56
      13.995762       1.768076       3.976367       57
      13.478296       2.571122       3.382500       58
      12.913249       2.463334       2.090500       59
      12.860616       1.624674       1.406523       60
      12.713950       1.606145       0.000000       61
      12.624414       2.408236      -0.707135       62
      12.913249       2.463334      -2.090500       63
      13.294203       1.679448      -2.751573       64
      13.995762       1.768076      -3.976367       65
      14.294858       2.726890      -4.526669       66
      15.327250       2.923829      -5.473000       67
      16.069778       2.030085      -5.858662       68
      17.351590       2.192016      -6.433897       69
      17.851575       3.405370      -6.617169       70
      19.233184       3.668926      -6.765000       71
      20.127165       2.542652      -6.727941       72
      21.499622       2.716034      -6.433897       73
      21.936020       4.184520      -6.180135       74
      23.139119       4.414023      -5.473000       75
      23.916580       3.021367      -5.027375       76
      24.855450       3.139973      -3.976367       77
      24.988073       4.766730      -3.382500       78
      25.553120       4.874518      -2.090500       79
      25.990596       3.283376      -1.406523       80
      25.517323       6.551735       0.000000       81
      25.020338       8.129601       0.707135       82
      24.740687       8.038736       2.090500       83
      24.950833       6.406285       2.751573       84
      24.265914       6.230428       3.976367       85
      23.403004       7.604097       4.526669       86
      22.403437       7.279318       5.473000       87
      22.241091       5.710542       5.858662       88
      20.989681       5.389234       6.433897       89
      19.959369       6.485192       6.617169       90
      18.621687       6.050553       6.765000       91
      18.279939       4.693491       6.727941       92
      16.940035       4.349462       6.433897       93
      16.004785       5.200270       6.180135       94
      14.839937       4.821788       5.473000       95
      14.580403       3.743611       5.027375       96
      13.663803       3.508268       3.976367       97
      13.049768       4.240127       3.382500       98
      12.502687       4.062369       2.090500       99
      12.555580       3.223725       1.406523      100
      12.412393       3.186961       0.000000      101
